RecID,First Name,Surname,Gender,Age,Date of birth,Years of experience,Education level,Country,Grade,Performance,Assembly,Machining,Welding,Additive,Painting,Control,Quality,Planning,Services,Shipping,Spoken languages,Intended department
3890501ZRC,Eunice,Pena,female,58,1963-10-20,2,bachelor,Republic of Cyprus,D,30,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,"EN,F,SP,IT,",
6498346SML,Ronnie,Park,male,43,1978-01-10,17,technical,EU,D,30,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,"NL,",
1614373GGC,Nathaniel,Baker,male,49,1972-01-24,23,doctorate,Australia,E,10,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES,"EN,F,GE,IT,",
3657225TIC,Rhonda,Augusto,female,50,1970-12-17,20,master,EU,E,17,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,"NL,",
1612620ZTS,Thomas,Edwards,male,63,1958-02-10,18,technical,EU,A,91,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,"F,SP,GE,IT,",
9665226DWJ,Jonathan,Morris,male,23,1998-09-20,0,upper secondary,China,B,70,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,"F,SP,NL,GE,",
5386075WVB,Timothy,Purcell,male,43,1978-07-09,17,bachelor,EU,D,30,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,"F,SP,NL,IT,",
9362984LQS,Jennifer,Dunning,female,25,1996-02-03,0,technical,EU,A,98,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,"F,SP,GE,IT,",
9467194JTE,Jason,Tracy,male,45,1976-05-12,0,upper secondary,Australia,A,90,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,"F,SP,GE,",
2789419CAX,Ronald,Rodrigue,male,38,1983-07-23,12,doctorate,EU,B,70,NO,YES,NO,YES,YES,YES,NO,NO,YES,YES,"NL,GE,IT,",
1182126RQN,Rodney,Crazier,male,39,1982-10-09,13,technical,Australia,,0,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,"SP,NL,GE,",
8439142OUC,Phillip,Mason,male,43,1978-05-06,11,upper secondary,EU,D,26,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,"F,GE,",
1044864DTJ,Rod,Mcnulty,male,54,1967-05-29,21,technical,EU,D,30,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,"EN,GE,IT,",
1153824PIU,Tina,Kaufman,female,43,1978-10-21,0,doctorate,EU,A,85,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,"F,SP,GE,",
4048629HKH,Heather,Ybarra,female,25,1996-02-09,0,technical,EU,B,78,YES,NO,NO,YES,NO,YES,NO,YES,YES,YES,"EN,NL,GE,",
0742678YMF,Ryan,Wessel,male,57,1964-07-10,19,doctorate,EU,A,90,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,"EN,F,SP,NL,",finance
4036539FMQ,Sylvia,Bennett,female,48,1973-04-12,12,bachelor,EU,C,58,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,"EN,GE,",
9834502JBF,Robert,Lund,male,53,1968-06-09,20,master,EU,E,18,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,"GE,",
7920211MMS,Josephine,Rosen,female,25,1996-03-31,0,technical,EU,A,81,YES,NO,NO,YES,NO,YES,NO,YES,NO,YES,"SP,IT,",
3091325UOK,Natalie,Patterson,female,52,1969-06-14,20,master,EU,D,31,YES,NO,NO,NO,YES,NO,YES,YES,YES,NO,"SP,NL,GE,IT,",
5337777DPP,James,Bridges,male,42,1979-11-08,16,doctorate,EU,A,90,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,"EN,NL,",
3921436NWO,Brandon,Risley,male,25,1996-08-01,0,upper secondary,China,A,90,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,"EN,F,SP,NL,GE,IT,",
9755582MJF,James,Byrd,male,40,1981-01-11,9,doctorate,EU,B,70,NO,YES,NO,YES,NO,YES,YES,NO,YES,NO,"EN,SP,NL,GE,",
5197894FAJ,Joanne,Pullen,female,60,1961-07-19,10,upper secondary,EU,E,10,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,"SP,NL,GE,",
2146171GPQ,Gladys,Leek,female,53,1968-09-09,27,bachelor,EU,B,76,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,"EN,F,GE,",
1830458STL,Betsy,Whitcomb,female,40,1980-12-26,14,bachelor,Australia,B,70,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,"EN,SP,NL,IT,",
1586317TES,Marlene,Lykes,female,37,1984-06-08,11,technical,EU,D,30,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,"SP,IT,",
8993171LXB,Gina,Martinez,female,49,1972-01-08,23,doctorate,EU,A,90,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,"SP,NL,GE,",
1123687KME,Marvin,Hampton,male,66,1955-02-23,28,technical,EU,E,10,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,"EN,",
7410791GWK,Nicholas,White,male,24,1997-07-12,0,master,Republic of Congo,E,9,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,"EN,F,",
1490976SIO,Kurt,Mann,male,49,1972-11-22,1,upper secondary,Australia,C,50,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,"F,SP,IT,",
8383868XVZ,Nancy,Montoya,female,33,1987-12-28,7,bachelor,EU,D,30,NO,NO,YES,YES,YES,NO,NO,YES,NO,YES,"SP,NL,GE,IT,",
1344524YVI,Ana,Luskey,female,18,2003-09-05,0,doctorate,Republic of Cyprus,A,90,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,"EN,SP,GE,IT,",
6995883AOM,Darcy,Broten,female,31,1990-10-10,0,technical,EU,D,30,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,"F,SP,IT,",
0014529YFA,Dorothy,Fowler,female,29,1992-05-29,3,technical,EU,B,63,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,"EN,F,GE,",
3180167DBJ,Richard,Koss,male,52,1969-11-05,26,master,EU,D,34,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,"IT,",
0568052ILW,Lisa,Keehn,female,49,1972-04-13,23,bachelor,Republic of Cyprus,E,2,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,"EN,F,SP,NL,IT,",
0523612LKE,Katie,Harris,female,52,1969-10-15,12,bachelor,Republic of Cyprus,D,38,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,"SP,NL,",
6025989AON,Lyndon,Morrow,male,31,1989-12-27,5,master,EU,B,80,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,"SP,NL,GE,IT,",
2216911NKC,Norman,Reid,male,45,1976-02-12,19,master,Republic of South Africa,C,44,NO,NO,YES,NO,YES,NO,YES,NO,NO,YES,"EN,SP,IT,",
2704333EVM,Judy,Reinhart,female,60,1961-10-26,25,master,EU,E,13,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,"NL,",
2971421MLH,Jessica,Kenny,female,19,2002-02-10,0,doctorate,EU,A,86,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,"NL,IT,",
8044665PDD,Emma,Goff,female,29,1992-09-23,3,bachelor,China,A,97,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,"SP,NL,IT,",
4741645MNV,Jeniffer,Smith,female,43,1978-11-14,4,bachelor,EU,B,72,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,"EN,NL,",
6319870KRT,Christopher,Eells,male,20,2001-02-11,0,upper secondary,Republic of Congo,D,30,YES,NO,NO,YES,NO,NO,YES,NO,YES,NO,"EN,IT,",
4824800PLR,William,Mcqueen,male,20,2001-01-24,0,upper secondary,EU,D,33,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,"EN,IT,",
9000207FYB,Michael,Robey,male,53,1968-11-25,21,master,EU,C,45,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,"EN,NL,GE,",
5376745JKX,Felipe,Medina,male,54,1967-09-07,28,doctorate,EU,B,70,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,"EN,F,SP,NL,GE,",
3403933RXQ,Terry,Isaman,male,27,1993-11-12,1,upper secondary,China,A,82,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,"SP,NL,",
1559048HRV,Leonard,Barth,male,65,1956-11-22,31,upper secondary,EU,C,54,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,"F,",
4516981STF,Rachael,Riddle,female,50,1971-01-07,15,doctorate,EU,B,76,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,"F,SP,NL,GE,",finance
0552206NQK,Catherine,Mayes,female,21,2000-07-21,0,technical,EU,B,70,NO,YES,NO,YES,NO,NO,YES,NO,YES,YES,"EN,SP,NL,GE,IT,",
0109133SJA,Keri,Gibbs,female,54,1967-01-29,11,technical,EU,B,69,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,"EN,F,SP,NL,GE,IT,",
9907157BAD,Daniel,Abston,male,65,1956-04-12,25,technical,EU,C,50,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,"EN,F,",
3273598CBQ,Morris,Simmons,male,24,1997-05-28,0,upper secondary,EU,A,85,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,"F,SP,NL,",
3691953ELX,Dennis,Callahan,male,43,1978-03-22,8,master,EU,E,10,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,"NL,GE,",
8398941MOV,Dee,Turney,male,25,1996-12-07,0,technical,EU,E,10,YES,NO,YES,NO,YES,YES,NO,YES,NO,YES,"EN,NL,GE,",
8888938ZKP,Holly,Ackerman,female,52,1969-10-21,26,bachelor,Republic of Cyprus,A,90,YES,NO,NO,YES,YES,NO,YES,NO,YES,YES,"SP,NL,",
4479047JNH,Tammara,Rhodes,female,48,1973-09-23,22,doctorate,EU,B,77,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,"EN,SP,GE,",
0901278SVM,Michael,Tomlinson,male,52,1969-08-01,4,doctorate,EU,B,70,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,"EN,NL,GE,IT,",
1951430FUL,Michael,Peterson,male,47,1974-07-20,21,master,EU,E,12,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,"EN,SP,GE,IT,",
4084458KPJ,Elizabeth,Wall,female,36,1985-10-19,0,technical,EU,A,90,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,"SP,IT,",
6209578YMP,Judith,Desmond,female,54,1967-08-20,6,technical,EU,D,38,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,"SP,NL,IT,",
2419794WAG,Trent,Chappell,male,47,1974-07-25,12,bachelor,Australia,D,26,YES,NO,NO,YES,YES,NO,NO,YES,YES,NO,"EN,",
5263436AEB,Tanisha,Hatch,female,49,1972-07-12,13,technical,EU,A,90,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,"EN,GE,",
0041398KZN,Mark,Garay,male,65,1956-06-11,0,doctorate,EU,B,78,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,"SP,",
0016101TUE,Mary,Rothenberg,female,55,1966-09-10,3,upper secondary,Republic of Congo,D,33,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,"EN,F,IT,",
9377579TSV,Gloria,Costello,female,63,1958-03-28,18,upper secondary,EU,B,74,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,"EN,F,NL,GE,IT,",
3743909KPJ,Terry,Mendibles,female,33,1988-07-07,7,master,EU,B,71,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,"GE,IT,",
3711834VFN,Robert,Rooney,male,58,1963-09-13,0,technical,EU,D,36,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,"EN,F,SP,GE,",
6222809AQT,Neil,Steele,male,33,1988-01-05,7,master,United Kingdom,B,67,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,"EN,",
9216305UWQ,Dolores,Hill,female,47,1974-04-14,17,technical,EU,D,30,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,"EN,SP,NL,",
6796025HAD,Kenneth,Boday,male,27,1994-02-16,1,master,EU,D,36,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,"IT,",
7462542LOB,Jose,Goldstein,male,66,1955-01-08,6,doctorate,EU,B,70,YES,YES,NO,YES,NO,NO,YES,NO,YES,NO,"GE,",
0892841IGN,Cindy,Spencer,female,29,1992-06-29,3,master,United Kingdom,A,90,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,"EN,SP,NL,GE,",
6745080DKI,Theodore,Tower,male,45,1976-02-18,19,bachelor,EU,A,90,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,"GE,",
6865870TTY,Charles,Kyles,male,33,1988-11-15,7,bachelor,China,B,70,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,"EN,F,SP,GE,IT,",
3263598VVV,Thomas,Rudisill,male,39,1982-05-26,9,technical,EU,A,90,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,"EN,F,SP,NL,",
3501095KCK,Joel,Cox,male,25,1996-10-28,0,bachelor,Republic of Cyprus,B,70,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,"EN,F,",
5128147JYZ,Nathaniel,Poole,male,67,1954-07-14,8,doctorate,EU,E,10,YES,NO,YES,NO,NO,NO,YES,YES,YES,NO,"SP,",
1956538PRH,Leslie,Gladys,female,57,1964-10-11,24,upper secondary,EU,C,52,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,"EN,",
7957321MVQ,Nellie,Anderson,female,63,1958-01-24,29,upper secondary,EU,E,15,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,"SP,GE,",
2448126BSX,Vicky,Morris,female,43,1978-06-11,0,upper secondary,United Kingdom,D,30,YES,YES,YES,NO,YES,YES,NO,YES,NO,YES,"F,NL,GE,",
8914349EIY,Georgia,Valentine,female,35,1986-09-06,9,upper secondary,EU,A,90,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,"EN,F,",
8585041YTO,Anne,Thierry,female,42,1979-02-09,7,bachelor,EU,E,10,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,"EN,NL,GE,IT,",
9982118QIV,Deidre,Lepard,female,61,1960-05-08,23,upper secondary,EU,B,70,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,"EN,GE,",
3471238PHT,Arnoldo,Carpenter,male,43,1978-03-11,11,technical,EU,C,50,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,"EN,F,SP,",
4098601GAS,Ruth,Robinson,female,28,1993-10-11,2,bachelor,EU,D,30,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,"EN,GE,IT,",
4816279AJQ,Kevin,Peterson,male,25,1996-10-15,0,bachelor,EU,B,64,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,"F,NL,GE,IT,",
8720934DSI,Nicole,Welch,female,43,1978-01-11,17,bachelor,Republic of Congo,E,10,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,"SP,NL,GE,IT,",
3939228HER,Iris,Towery,female,29,1992-04-23,3,doctorate,EU,D,37,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,"EN,F,NL,",
7635727LAJ,Holly,Wilson,female,61,1960-06-09,13,bachelor,EU,A,90,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,"GE,IT,",
9888829YXJ,Albert,Green,male,52,1969-03-18,19,doctorate,EU,B,70,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,"F,NL,GE,IT,",
0363112LHK,Elizabeth,Cook,female,27,1994-07-06,1,doctorate,EU,B,76,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,"F,NL,IT,",
0467839RWZ,Devin,Godsey,male,19,2002-04-02,0,upper secondary,EU,D,30,NO,YES,NO,YES,YES,NO,NO,YES,NO,YES,"EN,SP,NL,GE,IT,",
5823128ETG,Jacob,Ballard,male,28,1993-09-11,2,master,United Kingdom,C,50,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,"NL,GE,",
8501744RBV,Hector,Babonis,male,60,1961-07-31,31,master,EU,A,90,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,"F,SP,GE,",
2207169NYH,Salvador,Venegas,male,39,1982-11-25,13,technical,EU,B,64,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,"F,SP,",
7748466KOA,Brenda,Lake,female,40,1981-08-01,14,upper secondary,EU,B,71,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,"F,SP,NL,IT,",
2249922YFH,Tom,Gregory,male,57,1964-11-14,31,upper secondary,EU,D,22,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,"EN,SP,GE,",
2606679FPX,Manuela,Hutchingson,female,23,1998-11-18,0,doctorate,EU,B,70,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,"EN,NL,IT,",
1380229SPS,Alicia,Snyder,female,54,1967-06-18,10,upper secondary,EU,D,30,NO,YES,YES,YES,YES,NO,NO,YES,NO,YES,"EN,SP,IT,",
6225544ZCI,Roberta,Polkinghorn,female,37,1984-10-23,2,doctorate,China,B,70,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,"EN,F,SP,NL,GE,IT,",
5711339JZW,Barbara,Libby,female,39,1982-06-12,13,bachelor,EU,B,64,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,"EN,F,SP,GE,IT,",
8152734ZOO,Barbara,Schilling,female,29,1992-06-21,0,master,EU,A,90,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,"F,GE,",
7762272KAY,Christopher,Owensby,male,26,1995-11-08,0,master,EU,A,94,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,"EN,F,IT,",
7966760MHI,Fannie,Lucas,female,52,1969-03-17,0,doctorate,EU,C,50,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,"F,SP,IT,",
6937237YZM,James,Lydon,male,18,2003-03-13,0,master,EU,B,70,NO,YES,YES,NO,YES,NO,NO,NO,YES,NO,"F,SP,NL,GE,",
8621545DEI,Mary,Goss,female,37,1983-12-23,11,doctorate,EU,C,50,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,"F,SP,NL,",finance
5202504FXD,Micheal,Fey,male,19,2001-12-30,0,upper secondary,EU,B,62,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,"EN,SP,IT,",
7252941ADL,Robert,Yates,male,30,1991-08-16,4,doctorate,EU,D,31,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,"EN,F,NL,IT,",
3811055BHM,Laurie,Floyd,female,23,1998-05-08,0,technical,EU,A,90,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,"EN,SP,IT,",
4017239GJC,Donna,Snelling,female,25,1996-09-18,0,technical,Australia,C,59,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,"EN,NL,",
7028184PWJ,Pauline,Corney,female,65,1956-08-03,5,doctorate,EU,C,56,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,"F,SP,NL,GE,IT,",finance
4291353GME,Brian,Addison,male,23,1998-11-29,0,upper secondary,EU,D,30,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,"EN,F,NL,GE,IT,",
3818783ZIZ,Mitchell,Trimble,male,24,1997-10-20,0,technical,EU,E,15,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,"EN,F,GE,",
7237529CYK,Helen,Phillips,female,66,1955-05-31,6,doctorate,EU,A,90,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,"EN,F,IT,",
2461919EFG,James,Villa,male,50,1971-02-01,24,technical,EU,A,92,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,"F,GE,",
4444089NEV,Bart,Lyon,male,56,1964-12-31,29,doctorate,EU,A,85,YES,YES,YES,NO,YES,YES,NO,NO,YES,NO,"EN,SP,NL,",
4238802OQI,Nathan,Schrader,male,35,1986-01-04,9,master,EU,E,10,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,"EN,F,SP,NL,IT,",
8926603JBD,Kenneth,Adams,male,50,1971-10-04,16,master,USA,B,70,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,"NL,GE,",
0235181QNF,Russell,Adams,male,65,1956-08-06,3,bachelor,China,C,42,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,"F,SP,NL,GE,IT,",
9359958LRM,Vilma,Maloney,female,66,1955-05-03,11,technical,Australia,E,10,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,"IT,",
5349291ONX,John,Hilburn,male,41,1980-07-26,15,master,EU,A,90,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,"F,NL,GE,IT,",
8735571NTX,Henrietta,Olesen,female,50,1971-09-09,2,technical,EU,D,39,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,"EN,SP,NL,",
4939910FBT,Donnie,Brown,male,35,1986-03-02,9,master,EU,C,50,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,"GE,",
0800466EBY,Fabiola,Blanchard,female,37,1984-05-03,2,upper secondary,EU,D,30,YES,YES,NO,YES,YES,NO,YES,NO,YES,YES,"F,GE,",
9686055YNI,Ethel,Saetern,female,26,1995-08-20,0,bachelor,EU,E,10,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,"F,SP,GE,",
3879249KAK,Alexander,Montano,male,49,1971-12-30,4,upper secondary,Czech Republic,D,30,YES,NO,YES,YES,YES,NO,NO,YES,YES,NO,"EN,IT,",
1784608HES,Joe,Mccoy,male,59,1962-11-10,28,doctorate,EU,E,3,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,"SP,NL,IT,",
7270285ULV,Annette,Bangert,female,53,1968-06-03,27,bachelor,Australia,A,95,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,"NL,",
9803332SEL,Barbara,Weber,female,22,1999-11-15,0,bachelor,Brazil,D,30,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,"EN,GE,IT,",
2834719ZFO,Mary,Villagomez,female,62,1959-12-11,30,technical,EU,B,68,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,"EN,F,NL,",
5273633JZX,Billie,Lynch,male,50,1971-10-26,24,doctorate,EU,A,90,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,"EN,F,SP,GE,",finance
8723252WHF,Kelly,Sprague,female,45,1975-12-26,19,master,Republic of South Africa,E,18,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,"EN,F,SP,IT,",
1240656USY,Latonia,White,female,55,1966-08-01,25,bachelor,Republic of South Africa,A,90,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,"EN,SP,NL,GE,",
8936069WCI,Thomas,Harper,male,66,1955-07-10,3,bachelor,Republic of Cyprus,C,50,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,"EN,F,GE,",
6271339DBB,Jose,Atkinson,male,21,2000-10-21,0,upper secondary,EU,D,29,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,"NL,IT,",
3726675JKQ,Micheal,Hunn,male,44,1977-06-17,18,bachelor,Brazil,D,37,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,"NL,IT,",
1759034GLO,Joann,Ingram,female,58,1963-02-28,29,upper secondary,EU,B,70,YES,YES,YES,NO,YES,NO,YES,YES,YES,NO,"EN,NL,GE,",
5061934HEO,Paul,Moodie,male,52,1969-02-23,13,bachelor,EU,C,55,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,"SP,",
1611714JSW,Mike,Font,male,24,1997-04-23,0,doctorate,EU,A,90,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,"EN,",
6861128WBJ,Eliseo,Genung,male,50,1971-11-03,18,upper secondary,Brazil,C,50,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,"SP,GE,IT,",
1727519OZE,Patricia,Gonzalez,female,50,1971-04-25,0,technical,EU,A,93,NO,NO,YES,YES,NO,NO,NO,YES,YES,YES,"SP,GE,",
9040395SVT,Heather,Fry,female,20,2001-01-16,0,upper secondary,EU,C,47,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,"NL,IT,",
9222864OQV,Leonard,Luevano,male,30,1991-03-17,4,technical,EU,C,50,YES,NO,NO,YES,YES,YES,NO,YES,NO,YES,"SP,",
1777365KZL,Edward,Good,male,55,1966-09-30,27,upper secondary,EU,E,14,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,"F,",
3765411WDN,Michael,Mccullough,male,35,1986-07-29,9,master,EU,C,50,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,"NL,GE,",
8269418BHF,Randy,Lynn,male,44,1977-07-04,11,technical,EU,B,70,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,"SP,",
4262133NOJ,Theresa,Farr,female,26,1995-04-20,0,upper secondary,EU,C,56,NO,YES,NO,YES,NO,YES,NO,NO,YES,NO,"EN,GE,IT,",
0998148EDF,Johnny,Lybarger,male,55,1966-11-23,9,bachelor,EU,B,65,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,"EN,SP,NL,GE,IT,",finance
7081881FSO,Joann,Gutierrez,female,35,1986-08-26,9,bachelor,EU,E,10,YES,YES,NO,NO,NO,YES,NO,YES,NO,YES,"EN,F,SP,",
2447256BWL,Richard,Pegram,male,55,1965-12-19,14,bachelor,EU,B,78,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,"F,GE,",
9596844BIT,Peggy,Allen,female,24,1997-09-10,0,upper secondary,China,E,7,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,"SP,GE,",
3520469NYR,Mitchell,Weaver,male,38,1983-04-09,12,upper secondary,Brazil,C,55,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,"NL,",
6569639NTY,Antonia,Woods,female,31,1990-03-03,5,technical,EU,A,97,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,"EN,IT,",
9395532FMN,Drew,Magan,male,67,1954-05-26,22,master,EU,E,12,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,"EN,F,GE,IT,",
6605794LXG,Lowell,Clark,male,25,1995-09-12,0,bachelor,Brazil,B,70,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,"EN,F,NL,IT,",
5512341OJY,Oliver,Lindsay,male,66,1955-03-16,28,bachelor,EU,C,60,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,"EN,F,GE,",
3024928KZK,Rosa,Jones,female,18,2003-03-16,0,bachelor,EU,A,94,NO,YES,YES,NO,NO,YES,NO,YES,YES,NO,"EN,SP,",
9394305XUH,Vicky,Lamkin,female,25,1996-04-06,0,upper secondary,EU,B,70,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,"F,NL,IT,",
6058320PZD,James,Koenig,male,32,1989-07-17,6,bachelor,EU,D,26,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,"F,IT,",
1637436PSV,James,Wilson,male,48,1973-06-11,5,doctorate,EU,E,10,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,"NL,GE,IT,",
7563149CJS,Annie,Hassard,female,62,1959-04-14,6,technical,Republic of Congo,B,65,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,"EN,",
6512229RLE,Teena,Harrison,female,49,1971-08-12,23,bachelor,EU,E,10,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,"IT,",
5771812JTV,Deidre,Wilburn,female,56,1965-03-15,11,master,EU,B,74,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,"EN,NL,GE,IT,",
8895210MTV,William,Gaines,male,46,1974-12-17,1,doctorate,EU,D,30,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,"F,GE,",
6228023AKO,Rusty,Wagner,male,19,2001-11-12,0,doctorate,Brazil,B,70,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,"GE,",
